YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1996,15.18,999.90,21.03,24.54,28.48,31.57,35.39,999.90,31.05,23.35,17.50,13.45,15.92,24.68,33.76,23.97,24.58
1997,13.65,15.75,17.50,22.35,28.49,34.60,37.45,37.29,32.98,24.50,18.62,13.65,14.28,22.78,36.45,25.37,24.72
1998,13.20,16.78,18.30,27.25,27.50,34.16,38.50,37.75,34.19,24.35,18.07,11.84,14.54,24.35,36.80,25.54,25.31
1999,11.60,13.20,19.44,25.83,31.13,35.74,38.79,37.73,34.00,27.53,16.96,11.30,12.21,25.47,37.42,26.16,25.32
2000,10.40,14.60,19.10,24.80,29.09,32.88,37.40,34.53,31.20,22.21,18.20,14.30,12.10,24.33,34.94,23.87,23.81
2001,12.40,14.20,22.20,24.35,28.30,35.30,38.30,36.50,33.70,28.53,18.40,13.50,13.63,24.95,36.70,26.88,25.54
2002,11.40,15.30,20.50,23.20,29.80,999.90,37.62,37.18,32.70,25.30,18.00,14.30,13.40,24.50,36.44,25.33,24.92
2003,11.40,13.65,19.57,23.00,29.45,34.33,37.85,35.39,31.73,28.05,17.10,12.35,13.12,24.01,35.86,25.63,24.65
2004,13.40,16.60,20.15,23.91,25.95,33.20,35.65,36.80,30.40,27.75,15.95,12.60,14.12,23.34,35.22,24.70,24.34
2005,9.80,11.65,20.50,24.95,31.55,33.60,38.10,36.05,31.50,27.05,19.10,12.40,11.35,25.67,35.92,25.88,24.70
2006,10.00,14.00,20.80,999.90,30.10,34.80,37.10,37.20,30.20,26.60,19.15,12.70,12.13,25.43,36.37,25.32,24.81
2007,13.30,17.10,17.80,23.90,28.10,34.40,36.25,36.26,34.00,26.15,17.15,11.95,14.37,23.27,35.64,25.77,24.76
2008,11.60,16.44,20.50,24.40,28.65,34.50,38.40,36.60,32.95,24.65,15.95,11.70,13.33,24.52,36.50,24.52,24.72
2009,12.30,15.20,19.25,21.64,28.74,33.80,37.90,36.50,29.20,25.55,18.05,15.18,13.07,23.21,36.07,24.27,24.15
2010,14.10,19.70,22.50,26.75,28.15,34.20,37.15,36.56,31.90,24.60,17.90,15.65,16.33,25.80,35.97,24.80,25.72
2011,14.20,13.40,19.10,25.10,27.90,32.39,37.30,35.44,34.50,23.07,17.85,12.50,14.42,24.03,35.04,25.14,24.66
2012,10.70,10.75,17.90,21.75,29.80,36.40,38.10,36.10,31.70,26.65,19.60,12.40,11.32,23.15,36.87,25.98,24.33
2013,12.11,13.50,21.30,23.85,28.45,33.59,36.96,34.80,31.20,28.95,17.05,11.70,12.67,24.53,35.12,25.73,24.51
2014,13.20,15.80,18.60,25.30,30.06,32.44,38.65,37.60,34.50,26.30,18.45,12.00,13.57,24.65,36.23,26.42,25.22
2015,11.30,14.20,17.15,27.70,31.30,33.05,35.00,37.25,32.05,26.45,18.45,13.90,12.50,25.38,35.10,25.65,24.66
2016,14.20,16.40,17.85,26.45,29.45,34.45,36.90,35.40,32.90,27.15,18.10,13.85,14.83,24.58,35.58,26.05,25.26
2017,9.87,17.30,20.60,24.85,32.50,34.50,36.70,34.35,32.15,23.80,17.50,11.90,13.67,25.98,35.18,24.48,24.83
2018,13.45,14.05,20.45,24.25,28.20,33.85,40.00,35.25,32.20,24.30,17.60,13.45,13.13,24.30,36.37,24.70,24.63
2019,10.95,13.20,999.90,23.25,29.70,33.80,38.15,37.65,33.15,24.75,17.40,14.00,12.53,24.11,36.53,25.10,24.57
2020,11.00,16.85,19.85,25.10,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,13.95,24.86,999.90,999.90,999.90
