YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1973,999.90,10.12,10.16,13.33,18.74,999.90,23.26,23.67,23.56,18.28,14.08,12.61,999.90,14.08,22.34,18.64,16.40
1974,11.90,11.63,12.96,999.90,18.42,20.26,22.17,23.11,22.87,16.84,14.71,10.85,12.05,15.52,21.85,18.14,16.89
1975,999.90,11.24,12.08,13.14,16.08,19.08,23.54,24.28,23.24,18.27,14.09,11.87,10.82,13.77,22.30,18.53,16.35
1976,10.53,11.47,11.69,13.74,16.54,19.89,999.90,999.90,23.13,17.67,12.59,13.39,11.29,13.99,999.90,17.80,16.40
1977,12.48,13.19,15.01,999.90,18.32,21.55,23.35,22.19,20.64,20.84,14.69,12.60,13.02,16.49,22.36,18.72,17.65
1978,10.36,14.88,13.45,14.99,16.58,19.91,24.50,23.65,22.97,16.55,13.45,14.26,12.61,15.01,22.69,17.66,16.99
1979,13.68,13.19,13.02,13.08,17.14,21.91,23.56,24.49,21.32,19.62,13.04,11.75,13.71,14.41,23.32,17.99,17.36
1980,11.39,12.00,13.07,13.25,16.72,20.23,999.90,999.90,999.90,999.90,15.81,9.69,11.71,14.35,999.90,999.90,999.90
1981,9.79,11.13,14.73,15.65,18.31,20.64,21.98,23.55,999.90,20.96,15.37,14.33,10.20,16.23,22.06,20.04,17.13
1982,11.78,11.22,12.83,14.34,18.02,22.53,26.66,25.04,999.90,18.90,15.49,10.80,12.44,15.06,24.74,19.07,17.83
1983,9.31,10.46,13.30,16.12,18.28,21.75,26.68,24.72,24.12,20.57,17.63,12.37,10.19,15.90,24.38,20.77,17.81
1984,11.45,10.71,11.93,15.08,16.55,20.37,25.27,23.81,22.75,999.90,16.56,999.90,11.51,14.52,23.15,19.88,17.27
1985,10.12,13.90,11.85,15.68,17.71,22.21,25.07,24.42,22.96,19.36,16.85,12.71,12.32,15.08,23.90,19.72,17.75
1986,11.07,11.75,12.87,14.62,19.35,21.09,24.04,26.14,23.56,20.87,14.59,11.25,11.84,15.61,23.76,19.67,17.72
1987,11.01,11.55,12.82,16.14,17.20,21.67,25.11,26.36,25.69,22.31,15.39,13.85,11.27,15.39,24.38,21.13,18.04
1988,13.52,11.53,13.46,15.47,18.29,21.71,25.05,26.10,22.31,21.95,15.78,11.20,12.97,15.74,24.29,20.01,18.25
1989,11.05,12.03,14.51,15.28,17.85,21.61,25.12,26.50,23.64,19.76,17.17,15.57,11.43,15.88,24.41,20.19,17.98
1990,11.68,13.75,14.29,14.53,18.43,22.29,24.09,24.90,25.94,21.55,16.24,10.24,13.67,15.75,23.76,21.24,18.61
1991,10.26,10.84,14.43,13.56,15.82,21.39,24.52,25.80,25.07,19.67,14.29,9.97,10.45,14.60,23.90,19.68,17.16
1992,10.88,11.60,12.39,14.45,17.39,20.22,23.47,25.20,24.05,18.90,15.46,12.72,10.82,14.74,22.96,19.47,17.00
1993,11.11,10.77,12.45,15.06,18.67,22.10,24.51,25.73,23.10,19.91,14.43,12.15,11.53,15.39,24.11,19.15,17.55
1994,11.74,12.92,14.24,13.99,19.26,22.16,25.45,28.44,24.49,20.51,17.46,13.40,12.27,15.83,25.35,20.82,18.57
1995,11.32,13.90,13.39,14.63,19.47,21.73,24.50,25.08,22.99,20.33,16.79,15.05,12.87,15.83,23.77,20.04,18.13
1996,14.43,11.57,14.14,16.02,18.16,21.74,24.42,25.42,21.54,18.52,16.23,14.45,13.68,16.11,23.86,18.76,18.10
1997,13.41,13.26,13.24,15.55,19.97,23.53,23.94,25.95,24.21,20.41,16.45,13.32,13.71,16.25,24.47,20.36,18.70
1998,12.34,12.88,13.71,16.31,18.34,22.38,24.55,25.32,24.27,18.72,14.82,11.25,12.85,16.12,24.08,19.27,18.08
1999,11.42,10.60,13.75,15.16,19.96,22.93,24.95,27.21,24.73,22.33,14.78,12.23,11.09,16.29,25.03,20.61,18.26
2000,9.24,11.94,13.66,16.74,19.58,21.87,25.74,26.27,23.81,19.55,16.90,14.72,11.14,16.66,24.63,20.09,18.13
2001,13.97,12.29,17.14,15.64,18.04,23.47,25.07,26.00,23.41,23.19,14.94,11.69,13.66,16.94,24.85,20.51,18.99
2002,11.46,11.84,14.24,15.64,18.64,22.24,24.44,24.89,23.14,20.26,16.88,14.66,11.66,16.17,23.86,20.09,17.95
2003,11.97,10.73,14.27,16.03,18.23,24.61,27.41,28.14,23.76,21.07,16.74,12.54,12.45,16.18,26.72,20.52,18.97
