YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1930,11.46,9.76,13.66,14.36,18.16,20.46,23.66,25.56,22.76,20.16,15.16,12.95,11.16,15.39,23.23,19.36,17.29
1931,10.65,10.35,14.75,15.75,18.15,23.55,25.45,24.95,21.75,19.35,15.25,9.35,11.32,16.22,24.65,18.78,17.74
1932,9.55,10.05,13.95,14.55,17.95,20.95,22.65,24.55,23.45,18.15,14.25,11.94,9.65,15.48,22.72,18.62,16.62
1933,9.94,11.74,12.84,16.04,19.24,21.04,24.74,26.24,24.14,20.44,13.14,9.93,11.21,16.04,24.01,19.24,17.62
1934,9.33,9.43,11.13,14.53,17.83,22.13,24.93,24.63,23.43,18.23,13.53,12.92,9.56,14.50,23.90,18.40,16.59
1935,8.12,9.92,12.82,15.12,17.12,22.32,25.42,26.02,23.72,18.02,14.02,12.41,10.32,15.02,24.59,18.59,17.13
1936,12.71,13.91,13.11,15.61,16.21,20.61,24.51,23.91,23.71,16.91,13.51,9.51,13.01,14.98,23.01,18.04,17.26
1937,11.61,13.61,13.11,16.31,17.11,21.51,24.31,25.71,22.71,19.21,16.41,11.00,11.58,15.51,23.84,19.44,17.59
1938,10.00,9.70,11.40,14.30,17.20,23.30,25.20,25.00,21.90,19.20,15.40,11.49,10.23,14.30,24.50,18.83,16.97
1939,12.19,11.39,11.09,14.19,16.09,20.29,23.90,23.60,22.30,18.20,14.40,11.79,11.69,13.79,22.60,18.30,16.59
1940,11.09,13.69,15.69,15.49,17.99,20.09,23.79,25.09,22.69,18.39,13.59,9.59,12.19,16.39,22.99,18.22,17.45
1941,10.49,12.99,13.79,15.29,17.19,20.29,23.79,24.99,22.39,18.09,14.29,10.58,11.02,15.42,23.02,18.26,16.93
1942,9.98,9.08,14.38,16.48,19.08,22.18,24.48,24.28,22.98,19.88,14.28,12.57,9.88,16.65,23.65,19.05,17.30
1943,11.77,10.17,13.07,15.67,18.87,23.37,24.47,24.77,21.57,17.47,12.47,11.56,11.50,15.87,24.20,17.17,17.19
1944,9.06,8.66,11.86,15.96,18.76,23.16,24.06,26.06,24.06,17.46,13.96,10.16,9.76,15.53,24.43,18.49,17.05
1945,8.36,10.66,12.36,18.56,20.96,22.66,25.06,25.36,23.96,18.46,16.26,12.95,9.73,17.29,24.36,19.56,17.73
1946,9.65,11.05,13.25,15.25,17.15,21.35,24.45,25.45,23.35,20.35,15.05,10.54,11.22,15.22,23.75,19.58,17.44
1947,11.04,13.64,16.44,15.64,18.04,23.14,25.64,26.34,23.94,19.84,15.34,10.93,11.74,16.71,25.04,19.71,18.30
1948,12.03,12.93,13.93,15.83,18.13,22.23,23.13,24.93,22.13,19.23,13.63,11.62,11.96,15.96,23.43,18.33,17.42
1949,10.22,9.42,12.52,16.52,17.52,21.72,24.82,25.62,24.62,19.62,15.12,12.52,10.42,15.52,24.05,19.79,17.45
1950,10.72,12.32,13.02,15.02,18.22,21.72,25.52,26.42,23.72,19.72,16.02,10.81,11.85,15.42,24.55,19.82,17.91
1951,10.31,11.71,14.21,15.11,17.31,21.21,24.51,25.21,22.61,16.91,15.01,12.60,10.94,15.54,23.64,18.18,17.08
1952,9.50,10.40,15.80,15.20,18.20,24.10,25.60,26.10,22.20,20.10,15.00,11.69,10.83,16.40,25.27,19.10,17.90
1953,8.49,9.89,12.09,15.89,19.99,21.69,24.59,25.29,23.29,18.89,15.29,13.49,10.02,15.99,23.86,19.16,17.26
1954,9.29,9.99,13.69,14.19,18.69,21.49,23.49,24.19,22.79,18.29,16.19,11.48,10.92,15.52,23.06,19.09,17.15
1955,13.48,12.98,13.08,15.48,19.98,22.48,26.18,25.78,22.88,18.98,15.38,13.07,12.65,16.18,24.81,19.08,18.18
1956,11.57,7.77,13.37,15.27,17.77,20.57,24.07,25.67,22.57,18.57,12.07,9.86,10.80,15.47,23.44,17.74,16.86
1957,8.65,999.90,999.90,999.90,18.02,20.64,24.10,25.54,23.62,18.43,13.82,9.89,9.41,999.90,23.43,18.62,16.59
1958,10.63,13.92,13.83,14.57,20.11,21.95,23.47,25.30,23.94,18.57,14.26,13.29,11.48,16.17,23.57,18.92,17.54
1959,11.79,11.18,14.45,15.38,18.06,21.98,25.45,24.71,23.29,18.76,13.90,11.72,12.09,15.96,24.05,18.65,17.69
1960,9.92,13.68,14.23,999.90,999.90,999.90,24.92,24.81,999.90,999.90,999.90,999.90,11.77,999.90,23.83,999.90,999.90
1961,10.22,999.90,999.90,999.90,20.84,22.33,25.13,24.53,23.83,18.63,14.83,11.92,999.90,999.90,24.00,19.10,999.90
1962,11.52,10.52,13.72,15.72,19.22,20.62,25.42,25.62,24.72,20.12,12.62,10.72,11.32,16.22,23.89,19.15,17.64
1963,11.22,11.32,13.02,15.12,17.62,21.12,25.22,25.02,21.72,18.12,15.52,12.81,11.09,15.25,23.79,18.45,17.14
1964,9.91,12.21,999.90,14.31,19.91,22.21,24.61,25.11,25.51,18.11,13.11,9.80,11.64,15.97,23.98,18.91,17.63
1965,10.60,9.72,999.90,999.90,999.90,999.90,999.90,24.29,21.07,19.62,15.37,12.29,10.04,999.90,999.90,18.69,999.90
1966,12.40,14.72,12.34,16.58,18.39,22.32,23.68,25.37,22.81,17.09,11.34,9.59,13.14,15.77,23.79,17.08,17.44
1967,9.33,11.64,13.33,14.06,18.27,20.40,25.61,26.70,22.80,20.71,15.31,9.27,10.19,15.22,24.24,19.61,17.31
1968,9.71,12.01,12.81,15.01,17.51,21.61,25.01,24.41,22.31,19.01,15.31,11.42,10.33,15.11,23.68,18.88,17.00
1969,11.52,11.12,13.62,14.82,18.22,20.72,23.42,24.42,20.92,18.02,14.42,9.83,11.35,15.55,22.85,17.79,16.89
1970,12.03,11.03,12.03,14.73,17.63,21.13,24.53,25.63,23.13,17.73,15.33,9.84,10.96,14.80,23.76,18.73,17.06
1971,10.74,10.54,11.14,14.14,16.24,19.74,23.54,25.64,22.44,19.94,12.44,10.65,10.37,13.84,22.97,18.27,16.36
1972,10.15,12.05,12.15,999.90,16.15,20.05,999.90,23.15,20.65,17.85,14.85,9.76,10.95,14.03,21.95,17.78,16.18
1973,9.83,10.21,11.07,13.42,18.19,20.86,24.05,25.52,23.07,17.79,15.19,10.51,9.93,14.23,23.48,18.68,16.58
1974,11.14,11.10,11.99,13.75,18.32,21.37,24.70,25.08,22.32,16.75,13.28,10.13,10.92,14.69,23.72,17.45,16.69
1975,11.20,11.65,12.46,14.08,16.50,20.50,25.79,26.36,21.86,18.03,12.70,10.35,10.99,14.35,24.22,17.53,16.77
1976,8.27,11.10,12.24,14.04,17.39,21.62,24.82,25.76,22.36,17.93,12.10,12.46,9.91,14.56,24.07,17.46,16.50
1977,10.95,12.45,13.65,16.00,17.60,20.57,22.94,22.60,21.64,18.82,14.33,13.19,11.95,15.75,22.04,18.26,17.00
1978,11.00,13.87,14.03,15.84,17.10,20.22,23.99,24.41,22.40,17.37,13.55,13.59,12.69,15.66,22.87,17.77,17.25
1979,13.81,13.09,13.00,14.59,18.10,22.20,24.80,25.34,22.06,18.96,13.49,11.66,13.50,15.23,24.11,18.17,17.75
1980,10.42,12.42,13.93,14.20,17.75,22.12,23.33,25.39,23.83,18.31,14.74,9.95,11.50,15.29,23.61,18.96,17.34
1981,8.41,10.83,14.73,15.45,17.53,21.45,22.83,25.40,22.74,20.34,15.83,15.34,9.73,15.90,23.23,19.64,17.12
1982,12.27,12.39,13.70,16.15,19.49,24.19,25.90,25.38,23.00,19.32,14.93,11.18,13.33,16.45,25.16,19.08,18.50
1983,10.39,10.42,14.40,15.93,17.75,22.39,24.29,24.28,24.39,20.31,16.61,999.90,10.66,16.03,23.65,20.44,17.70
1984,10.46,10.72,12.00,16.98,16.74,21.03,24.56,24.36,23.55,999.90,15.07,11.51,10.75,15.24,23.32,19.38,17.17
1985,9.08,13.90,12.04,16.24,17.72,22.42,24.81,24.77,23.70,19.76,15.85,11.89,11.50,15.33,24.00,19.77,17.65
1986,10.78,11.89,13.07,13.94,19.37,21.26,24.81,26.53,23.43,19.41,14.00,10.94,11.52,15.46,24.20,18.95,17.53
1987,10.56,12.25,14.60,16.93,18.52,22.49,24.90,25.38,24.82,20.23,14.75,13.04,11.25,16.68,24.26,19.93,18.03
1988,12.25,11.58,13.94,16.83,18.79,21.72,24.96,27.05,22.88,20.63,16.11,10.32,12.29,16.52,24.58,19.87,18.31
1989,10.49,12.38,14.51,15.43,18.91,23.79,26.59,28.17,23.36,20.62,17.13,14.39,11.06,16.28,26.18,20.37,18.47
1990,10.82,13.36,14.93,15.62,19.02,22.88,25.42,26.11,26.95,19.88,14.43,10.82,12.86,16.52,24.80,20.42,18.65
1991,9.63,10.54,13.70,14.24,16.93,21.82,25.30,27.51,24.73,18.56,13.85,10.81,10.33,14.96,24.88,19.05,17.30
1992,9.62,11.48,12.78,15.62,19.15,20.45,24.18,26.74,23.20,18.16,14.03,12.38,10.64,15.85,23.79,18.46,17.18
1993,9.25,11.22,13.52,16.17,18.65,22.14,24.55,26.56,21.63,17.88,14.88,11.62,10.95,16.11,24.42,18.13,17.40
1994,10.62,12.06,14.69,15.81,19.93,22.44,27.10,27.59,22.80,20.00,16.25,11.98,11.43,16.81,25.71,19.68,18.41
1995,11.16,13.61,14.12,15.77,19.97,22.16,25.09,26.24,22.16,20.69,16.96,13.99,12.25,16.62,24.50,19.94,18.33
1996,13.58,11.87,13.76,16.13,18.35,22.96,24.96,25.25,21.62,17.91,15.60,12.99,13.15,16.08,24.39,18.38,18.00
1997,12.43,13.11,14.23,17.35,19.93,23.27,24.26,25.17,23.77,21.14,16.46,12.81,12.84,17.17,24.23,20.46,18.68
1998,12.35,13.90,14.67,16.58,18.67,22.87,26.15,26.43,24.30,17.97,15.22,10.56,13.02,16.64,25.15,19.16,18.49
1999,11.52,10.63,14.42,16.86,20.51,23.40,25.87,27.05,24.11,21.16,13.44,11.95,10.90,17.26,25.44,19.57,18.29
2000,8.97,12.47,14.17,16.27,20.20,23.47,25.67,25.77,23.17,18.27,14.67,12.97,11.13,16.88,24.97,18.70,17.92
2001,11.67,12.17,16.57,16.59,18.80,24.06,25.73,26.96,23.80,21.77,14.07,11.18,12.27,17.32,25.58,19.88,18.76
2002,10.98,12.48,14.66,16.21,19.00,22.82,24.78,25.36,23.24,20.03,16.04,14.28,11.55,16.62,24.32,19.77,18.06
2003,10.92,11.17,15.41,16.01,19.41,24.78,27.48,27.61,23.90,999.90,15.51,12.32,12.12,16.94,26.62,19.77,18.87
2004,12.42,13.72,14.02,15.72,17.42,23.32,26.02,27.50,24.66,21.44,13.70,12.04,12.82,15.72,25.61,19.93,18.52
2005,9.01,9.34,14.04,16.00,20.75,23.58,26.89,25.78,22.83,20.44,14.60,11.86,10.13,16.93,25.42,19.29,17.94
2006,11.37,10.84,14.54,17.64,20.86,22.84,27.14,25.94,23.54,21.14,17.04,12.95,11.36,17.68,25.31,20.57,18.73
2007,11.30,13.85,13.25,15.45,19.60,22.95,25.45,26.25,23.15,19.50,14.15,999.90,12.70,16.10,24.88,18.93,18.15
2008,11.26,13.54,14.66,17.30,19.26,22.95,25.74,26.56,24.16,20.66,13.06,11.27,12.56,17.07,25.08,19.29,18.50
2009,11.47,11.63,14.27,15.69,20.17,24.07,27.42,26.37,23.54,20.90,17.27,14.33,11.46,16.71,25.95,20.57,18.67
2010,12.93,13.78,14.93,17.14,19.28,22.87,26.08,26.88,24.11,19.14,15.58,12.79,13.68,17.12,25.28,19.61,18.92
2011,12.49,11.84,14.99,18.19,20.49,23.70,26.39,27.07,24.09,20.15,16.29,12.05,12.37,17.89,25.72,20.18,19.04
2012,9.00,9.20,13.50,15.60,19.95,24.52,26.60,28.34,23.90,20.70,16.40,12.90,10.08,16.35,26.49,20.33,18.31
2013,12.00,11.40,15.10,16.25,18.45,21.35,24.80,26.24,23.90,21.81,14.00,11.61,12.10,16.60,24.13,19.90,18.18
2014,12.66,13.31,14.01,18.31,19.28,23.41,25.23,25.81,25.18,21.90,16.61,11.72,12.53,17.20,24.82,21.23,18.94
2015,10.87,11.66,14.11,18.11,20.76,22.91,27.31,27.81,23.91,21.21,15.56,13.07,11.42,17.66,26.01,20.23,18.83
2016,13.77,14.07,13.52,16.87,20.07,23.72,26.02,26.37,24.47,21.72,15.82,13.13,13.64,16.82,25.37,20.67,19.12
2017,10.13,14.53,15.58,17.38,20.78,24.83,26.53,999.90,24.13,20.48,14.18,11.54,12.60,17.91,26.37,19.60,19.12
2018,11.84,10.99,15.19,16.64,18.74,22.69,26.39,27.04,25.44,20.14,15.64,13.45,11.46,16.86,25.37,20.41,18.52
2019,10.65,11.95,14.90,16.70,20.50,22.50,27.15,27.50,24.65,20.35,15.45,14.20,12.02,17.37,25.72,20.15,18.81
2020,10.55,14.25,15.65,17.15,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,13.00,17.66,999.90,999.90,999.90
