YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1971,10.29,10.29,10.09,15.09,17.59,20.19,23.79,26.79,22.19,17.69,12.69,11.27,10.52,14.26,23.59,17.52,16.47
1972,9.77,11.67,12.67,999.90,15.37,20.27,999.90,22.67,20.77,17.47,14.77,10.86,10.90,13.87,21.82,17.67,16.06
1973,10.24,9.53,9.98,13.25,18.38,21.46,24.51,24.87,23.31,19.27,14.14,11.38,10.21,13.87,23.61,18.91,16.65
1974,11.38,10.58,12.65,12.93,17.30,21.22,22.47,23.65,999.90,16.50,13.53,11.27,11.11,14.29,22.45,16.87,16.18
1975,11.43,10.14,11.52,13.34,15.93,19.49,23.74,24.41,24.48,18.06,14.47,12.51,10.95,13.60,22.55,19.00,16.52
1976,10.64,10.26,11.21,14.22,17.74,21.21,23.95,24.24,22.23,17.72,12.44,12.19,11.14,14.39,23.13,17.46,16.53
1977,11.93,12.99,13.41,15.10,17.87,20.58,23.84,24.26,21.00,20.03,15.19,12.57,12.37,15.46,22.89,18.74,17.37
1978,9.61,12.64,12.38,13.66,17.50,20.74,22.59,23.99,21.88,16.85,12.69,13.39,11.61,14.51,22.44,17.14,16.43
1979,12.57,12.64,12.45,12.67,17.38,21.52,23.78,24.40,21.28,19.10,13.03,11.89,12.87,14.17,23.23,17.80,17.02
1980,10.28,11.29,12.10,12.83,16.13,20.10,22.53,24.14,22.67,18.04,15.01,9.52,11.15,13.69,22.26,18.57,16.42
1981,9.44,11.04,13.80,15.56,17.87,20.74,23.11,23.82,23.74,20.64,14.32,13.33,10.00,15.74,22.56,19.57,16.97
1982,11.83,11.16,12.32,14.35,18.10,23.39,27.15,25.06,23.10,19.53,14.99,10.82,12.11,14.92,25.20,19.21,17.86
1983,9.94,9.88,12.42,15.46,18.21,21.30,26.27,24.95,22.92,19.21,16.15,12.07,10.21,15.36,24.17,19.43,17.29
1984,10.67,10.07,11.51,14.01,17.27,20.35,24.10,23.80,21.65,999.90,15.84,11.04,10.94,14.26,22.75,18.93,16.72
1985,9.70,12.93,11.26,15.52,16.82,21.45,24.21,24.18,22.23,18.73,15.89,11.95,11.22,14.53,23.28,18.95,17.00
1986,10.60,10.55,12.26,14.41,18.71,20.33,23.32,25.53,22.86,20.29,14.99,10.91,11.03,15.13,23.06,19.38,17.15
1987,10.39,11.38,11.67,15.03,16.48,21.19,24.73,26.15,24.77,21.63,14.88,13.20,10.89,14.39,24.02,20.43,17.43
1988,11.95,10.39,12.95,15.10,18.75,21.95,24.39,25.76,21.94,21.31,15.05,10.66,11.85,15.60,24.03,19.43,17.73
1989,9.72,10.75,13.49,14.79,17.74,21.83,25.15,26.31,23.04,18.63,15.42,14.28,10.38,15.34,24.43,19.03,17.29
1990,11.30,13.00,13.27,14.63,18.38,21.98,24.28,24.32,24.41,21.28,15.45,10.12,12.86,15.43,23.53,20.38,18.05
1991,9.87,10.31,14.34,13.25,14.97,20.51,23.37,24.85,24.39,19.93,13.87,10.81,10.10,14.19,22.91,19.40,16.65
1992,9.67,10.29,12.43,14.62,17.08,20.60,22.35,24.66,23.48,19.26,15.43,11.62,10.26,14.71,22.54,19.39,16.72
1993,9.70,9.81,11.42,14.72,18.15,21.88,24.16,25.35,22.97,20.11,14.81,11.63,10.38,14.76,23.80,19.30,17.06
1994,11.69,11.53,13.19,13.54,19.08,21.66,25.07,27.78,24.88,19.86,16.74,12.44,11.62,15.27,24.84,20.49,18.05
1995,10.91,12.98,12.21,13.93,18.83,21.15,24.37,25.31,22.68,19.74,15.86,13.86,12.11,14.99,23.61,19.43,17.53
1996,13.03,10.56,12.98,15.01,18.00,20.86,23.47,25.27,21.48,17.69,15.85,13.40,12.48,15.33,23.20,18.34,17.34
1997,12.42,11.94,12.22,14.67,19.65,22.94,24.52,25.35,22.90,20.41,15.90,13.11,12.59,15.51,24.27,19.74,18.03
1998,11.78,12.18,13.11,15.89,17.71,22.93,24.29,24.97,23.79,18.48,13.70,11.03,12.36,15.57,24.06,18.66,17.66
1999,11.48,10.12,13.99,15.37,20.21,23.01,25.12,27.48,25.01,22.26,15.03,11.88,10.88,16.52,25.20,20.77,18.34
2000,8.96,11.96,13.36,15.86,19.64,21.86,25.16,26.76,23.56,18.76,999.90,999.90,10.93,16.29,24.59,19.12,17.73
2001,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2002,999.90,999.90,999.90,999.90,999.90,999.90,24.79,24.84,22.45,20.21,16.69,14.06,999.90,999.90,23.72,19.78,999.90
2003,11.34,10.66,13.14,16.60,18.33,24.55,26.94,27.94,23.24,21.04,15.94,12.04,12.02,16.02,26.48,20.07,18.65
2004,12.14,11.94,12.54,14.74,17.14,20.84,24.32,26.04,22.84,20.84,13.84,12.60,12.04,14.81,23.73,19.17,17.44
2005,9.81,9.49,12.83,15.89,19.35,23.27,25.62,24.94,22.43,20.85,16.18,11.82,10.63,16.02,24.61,19.82,17.77
2006,10.44,11.68,13.72,17.02,20.12,22.52,26.12,25.22,23.02,21.62,16.82,13.53,11.31,16.95,24.62,20.49,18.34
2007,12.22,13.22,12.92,16.22,19.22,22.72,25.02,25.62,999.90,20.34,15.33,12.56,12.99,16.12,24.45,19.69,18.31
2008,11.61,11.61,13.09,16.50,19.36,21.26,25.61,25.91,23.61,20.01,15.11,11.31,11.93,16.32,24.26,19.58,18.02
2009,12.01,10.81,12.41,14.71,19.81,23.11,26.31,26.41,23.11,19.21,15.41,14.10,11.38,15.64,25.28,19.24,17.89
2010,11.80,12.80,13.30,15.90,18.00,21.60,25.50,25.30,23.00,19.40,15.70,13.71,12.90,15.73,24.13,19.37,18.03
2011,11.50,11.20,13.10,16.75,18.88,21.81,25.90,25.60,23.99,20.24,16.82,12.53,12.14,16.24,24.44,20.35,18.29
2012,12.73,9.08,13.91,16.29,18.22,24.51,26.14,27.21,24.17,21.22,16.83,13.22,11.45,16.14,25.95,20.74,18.57
2013,11.89,10.48,14.67,15.72,17.82,20.48,24.50,25.37,23.56,22.90,15.89,12.72,11.86,16.07,23.45,20.78,18.04
2014,12.12,13.17,12.32,15.87,17.97,23.02,24.57,25.82,25.32,21.87,18.52,12.96,12.67,15.39,24.47,21.90,18.61
2015,11.97,10.47,13.41,15.26,20.02,22.52,25.82,26.62,23.87,21.62,15.77,12.91,11.80,16.23,24.99,20.42,18.36
2016,12.86,11.91,12.91,15.51,18.66,21.31,24.76,24.21,23.51,22.06,17.06,14.06,12.56,15.69,23.43,20.88,18.14
2017,10.51,12.71,14.36,15.46,18.81,23.76,25.96,27.36,22.81,19.66,15.01,11.95,12.43,16.21,25.69,19.16,18.37
2018,13.10,11.00,14.15,16.30,18.30,22.10,25.80,25.60,25.10,20.30,16.20,13.45,12.02,16.25,24.50,20.53,18.33
2019,10.85,11.35,13.60,15.55,17.25,23.25,26.15,27.25,23.80,21.05,15.45,14.20,11.88,15.47,25.55,20.10,18.25
2020,12.35,13.35,13.80,16.25,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,13.30,16.41,999.90,999.90,999.90
