YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1978,999.90,999.90,999.90,12.20,16.00,20.10,27.20,26.20,21.00,15.40,999.90,11.69,999.90,12.69,24.50,15.59,14.98
1979,999.90,999.90,10.39,999.90,16.99,22.09,27.09,27.09,20.49,17.79,999.90,8.98,999.90,13.45,25.42,16.53,15.86
1980,999.90,10.48,999.90,12.88,15.58,22.28,25.38,27.98,999.90,999.90,12.08,6.67,9.40,12.82,25.21,999.90,16.12
1981,5.97,9.03,14.04,12.93,17.77,23.16,25.12,26.53,23.41,20.16,14.39,11.12,7.22,14.91,24.94,19.32,16.60
1982,9.46,9.66,12.06,13.66,17.36,24.96,28.76,25.76,22.56,15.26,11.46,6.85,10.08,14.36,26.49,16.43,16.84
1983,999.90,8.45,12.55,14.65,17.55,24.25,27.95,24.65,24.25,18.69,999.90,999.90,7.32,14.92,25.62,18.86,16.68
1984,999.90,7.29,9.47,16.12,13.54,22.26,28.20,25.33,22.85,999.90,13.43,999.90,999.90,13.04,25.26,18.34,16.27
1985,7.03,12.85,9.08,14.74,16.17,23.64,28.03,26.58,23.28,18.17,14.01,9.43,10.09,13.33,26.08,18.49,17.00
1986,7.61,9.37,11.46,12.45,21.30,23.07,26.96,28.11,23.41,17.54,11.15,8.07,8.80,15.07,26.05,17.37,16.82
1987,8.50,9.40,12.62,16.61,17.71,23.11,24.91,999.90,24.91,19.31,12.01,11.40,8.66,15.65,24.61,18.74,16.91
1988,9.80,9.30,11.50,14.80,17.40,20.80,27.50,28.50,22.60,19.40,13.90,7.29,10.17,14.57,25.60,18.63,17.24
1989,7.29,9.89,12.69,12.89,17.99,22.69,27.99,27.79,22.19,999.90,16.29,12.78,8.16,14.52,26.16,19.44,17.07
1990,999.90,999.90,13.68,12.98,18.18,999.90,26.98,26.68,25.98,17.58,999.90,8.07,999.90,14.95,25.48,19.17,17.26
1991,999.90,999.90,999.90,999.90,999.90,999.90,27.57,999.90,23.77,15.07,11.37,999.90,999.90,999.90,999.90,16.74,999.90
1992,7.06,999.90,9.76,13.16,17.66,18.66,24.56,26.76,999.90,16.16,12.26,999.90,999.90,13.53,23.33,16.62,15.21
1993,999.90,6.45,999.90,13.45,17.75,999.90,27.45,27.75,20.45,16.45,16.45,7.64,999.90,14.19,26.25,17.78,16.80
1994,8.04,9.74,13.34,12.34,20.24,24.44,30.14,30.04,21.64,18.04,999.90,9.03,8.47,15.31,28.21,17.23,17.30
1995,8.53,999.90,12.58,13.43,999.90,22.93,26.73,27.13,20.23,19.13,14.87,999.90,8.97,14.66,25.60,18.08,16.82
1996,10.97,7.92,11.47,13.47,999.90,22.12,25.72,25.37,20.57,16.12,13.77,11.66,9.59,14.12,24.40,16.82,16.23
1997,11.11,11.66,12.71,15.26,18.96,23.16,25.16,25.91,23.21,19.11,13.75,10.20,11.48,15.64,24.74,18.69,17.64
1998,9.30,11.15,13.30,14.00,16.64,25.80,27.95,27.80,23.90,16.70,12.40,8.39,10.22,14.65,27.18,17.67,17.43
1999,8.59,7.38,999.90,14.69,21.59,24.38,27.53,27.99,22.89,21.09,10.79,8.53,8.12,16.73,26.63,18.26,17.44
2000,7.58,10.62,12.93,14.73,20.33,24.83,28.48,28.53,23.18,16.28,12.98,11.96,8.91,16.00,27.28,17.48,17.42
