YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1997,12.77,14.22,15.87,19.92,27.57,34.72,36.02,34.32,999.90,23.72,17.62,13.56,13.77,21.12,35.02,23.91,23.46
1998,11.01,14.11,16.32,23.36,26.73,31.83,34.40,34.45,31.90,21.23,16.17,9.95,12.89,22.14,33.56,23.10,22.92
1999,10.85,12.26,17.92,22.33,30.79,35.13,36.28,37.79,32.21,26.58,16.04,11.02,11.02,23.68,36.40,24.94,24.01
2000,8.20,12.70,18.30,23.80,29.50,32.05,35.50,33.60,30.40,21.60,16.80,13.30,10.64,23.87,33.72,22.93,22.79
2001,11.50,12.60,21.60,22.34,27.70,33.60,36.80,35.50,31.80,27.60,16.90,11.09,12.47,23.88,35.30,25.43,24.27
2002,9.39,13.79,19.09,22.79,27.89,32.99,37.24,35.39,30.21,23.39,17.69,13.64,11.42,23.26,35.21,23.76,23.41
2003,12.29,12.49,16.72,22.73,27.94,32.14,36.75,34.63,30.02,26.94,16.74,11.93,12.81,22.46,34.51,24.57,23.59
2004,12.28,15.23,19.08,21.91,24.26,31.53,34.03,35.98,28.49,26.21,15.10,12.48,13.15,21.75,33.85,23.27,23.00
2005,9.70,11.56,19.13,22.51,29.24,32.97,37.61,35.12,29.98,25.53,18.39,11.53,11.25,23.63,35.23,24.63,23.68
2006,10.02,13.53,19.50,24.55,29.27,33.07,35.67,35.47,28.22,24.87,17.57,12.67,11.69,24.44,34.74,23.55,23.61
2007,11.57,15.67,16.97,21.52,27.77,34.07,34.37,35.27,32.05,25.02,16.32,10.66,13.30,22.09,34.57,24.46,23.61
2008,11.06,13.46,18.36,23.24,28.31,31.38,37.26,35.30,31.38,24.16,15.52,11.71,11.73,23.30,34.65,23.69,23.34
2009,12.06,13.51,17.16,20.06,26.76,33.46,36.86,35.26,28.06,22.86,16.46,15.06,12.43,21.33,35.19,22.46,22.85
2010,13.86,17.26,20.26,24.26,26.36,33.56,36.46,36.06,29.76,22.96,17.07,13.73,15.39,23.63,35.36,23.26,24.41
2011,12.43,12.68,16.88,22.64,26.78,31.48,36.38,34.10,32.78,21.87,17.03,12.26,12.95,22.10,33.99,23.89,23.23
2012,10.51,10.31,16.68,22.38,28.21,35.71,37.31,34.92,29.76,25.81,18.91,11.64,11.03,22.42,35.98,24.83,23.56
2013,12.39,13.14,20.34,23.29,27.14,31.44,35.51,33.54,30.84,27.49,16.24,11.06,12.39,23.59,33.50,24.86,23.58
2014,12.26,15.06,16.84,23.11,27.56,31.61,36.86,36.06,33.06,24.81,18.76,11.69,12.79,22.50,34.84,25.54,23.92
2015,10.59,12.74,17.09,24.08,28.69,32.14,34.14,35.84,30.79,24.59,17.49,12.37,11.67,23.29,34.04,24.29,23.32
2016,13.77,15.32,17.62,24.67,28.57,32.92,34.92,34.07,31.07,26.72,17.42,13.75,13.82,23.62,33.97,25.07,24.12
2017,9.99,15.75,18.75,22.50,30.15,32.90,35.15,34.95,29.20,22.70,16.10,11.77,13.16,23.80,34.33,22.67,23.49
2018,13.12,13.27,19.42,23.47,27.52,32.07,38.92,33.57,31.57,23.47,17.27,12.70,12.72,23.47,34.85,24.10,23.79
2019,11.30,12.10,16.95,23.00,26.60,34.75,36.75,999.90,31.85,24.40,16.75,14.25,12.03,22.18,36.06,24.33,23.65
2020,11.35,15.25,18.80,23.85,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,13.62,23.79,999.90,999.90,999.90
