YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
2007,12.48,15.32,16.71,22.03,27.43,33.56,33.36,34.92,32.44,25.44,16.17,11.49,13.42,22.06,33.95,24.68,23.53
2008,11.21,13.93,18.35,23.73,28.37,32.22,36.48,35.12,31.62,24.94,15.77,11.32,12.21,23.48,34.61,24.11,23.60
2009,11.72,13.57,17.32,20.16,27.12,33.12,36.82,34.87,29.42,23.02,16.92,15.07,12.20,21.53,34.94,23.12,22.95
2010,13.37,17.47,20.57,24.82,26.32,33.22,35.58,35.92,29.92,23.22,17.06,13.81,15.30,23.90,34.91,23.40,24.38
2011,12.51,12.96,17.36,23.21,26.35,31.51,36.41,34.81,33.07,22.36,17.31,12.46,13.09,22.31,34.24,24.25,23.47
2012,10.46,9.96,16.86,23.06,27.80,35.11,36.21,35.31,30.51,26.41,19.51,11.61,10.96,22.57,35.54,25.48,23.64
2013,11.86,12.66,20.41,23.91,28.31,32.41,35.28,33.41,30.61,27.66,16.46,12.16,12.04,24.21,33.70,24.91,23.72
2014,12.41,15.21,17.01,23.51,27.93,31.91,36.56,36.36,33.51,25.16,19.16,11.86,13.26,22.82,34.94,25.94,24.24
2015,10.56,12.21,17.21,24.91,29.41,31.96,34.01,35.41,30.86,24.91,17.76,12.96,11.54,23.84,33.79,24.51,23.42
2016,13.31,15.56,17.46,25.36,28.66,33.06,34.66,33.51,31.11,27.21,17.51,13.55,13.94,23.83,33.74,25.28,24.20
2017,9.56,15.90,18.95,22.55,30.15,32.90,34.95,35.15,29.75,22.80,16.05,11.60,13.00,23.88,34.33,22.87,23.52
2018,12.80,12.95,19.65,23.95,28.05,32.45,39.10,33.80,32.10,23.25,16.90,12.15,12.45,23.88,35.12,24.08,23.88
2019,10.15,12.00,16.75,22.95,26.70,34.60,36.55,36.75,32.50,24.80,16.15,14.25,11.43,22.13,35.97,24.48,23.50
2020,11.20,15.20,18.85,24.20,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,13.55,24.02,999.90,999.90,999.90
