YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1996,999.90,999.90,999.90,11.72,16.96,19.66,999.90,26.72,18.99,13.89,11.43,9.26,999.90,12.50,23.92,14.77,14.12
1997,7.46,7.83,8.07,12.19,18.93,25.76,26.85,25.34,20.56,15.66,10.66,7.00,8.18,13.06,25.98,15.63,15.71
1998,4.99,7.43,8.01,13.56,16.42,22.86,999.90,999.90,999.90,15.85,10.58,6.04,6.47,12.66,999.90,15.74,14.92
1999,7.01,5.08,9.10,13.67,21.52,25.42,25.66,999.90,999.90,19.07,9.62,6.22,6.04,14.76,25.86,16.87,15.89
2000,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2001,7.60,6.11,14.41,12.98,18.31,24.21,27.61,26.51,21.51,19.71,10.01,5.30,7.04,15.23,26.11,17.08,16.36
2002,4.50,7.40,11.10,14.40,18.80,24.70,26.20,25.30,20.80,16.60,11.50,7.70,5.73,14.77,25.40,16.30,15.55
2003,5.70,5.60,10.15,13.92,18.40,23.54,27.96,26.74,20.82,18.53,10.88,5.62,6.33,14.16,26.08,16.74,15.83
2004,5.84,8.07,10.21,11.68,14.99,21.19,25.49,27.29,20.29,18.49,8.79,6.48,6.51,12.29,24.66,15.86,14.83
2005,3.92,4.15,10.57,13.17,19.66,23.77,27.95,25.46,20.99,16.84,11.28,6.16,4.85,14.47,25.73,16.37,15.35
2006,4.35,6.08,10.68,15.48,19.88,24.74,26.28,26.10,20.18,18.26,11.27,7.02,5.53,15.35,25.71,16.57,15.79
2007,6.97,8.17,8.72,13.17,17.57,25.17,26.87,26.67,20.87,16.83,9.17,5.16,7.39,13.15,26.24,15.62,15.60
2008,6.61,7.46,9.51,13.81,18.86,21.96,27.96,26.20,21.81,16.16,999.90,5.81,6.41,14.06,25.37,16.15,15.50
2009,6.16,6.06,8.96,10.56,17.36,23.36,28.06,26.36,20.16,15.33,11.34,9.15,6.01,12.29,25.93,15.61,14.96
2010,7.25,9.15,11.57,14.25,15.95,22.65,27.20,26.81,21.52,16.78,11.54,7.92,8.52,13.92,25.55,16.61,16.15
2011,7.22,6.36,9.96,14.64,16.54,22.64,27.60,26.44,22.64,15.19,11.69,6.74,7.17,13.71,25.56,16.51,15.74
2012,4.84,2.99,9.64,12.74,17.50,26.04,28.24,27.41,21.62,17.74,12.24,6.53,4.86,13.29,27.23,17.20,15.64
2013,6.03,5.13,11.48,14.58,17.08,21.23,26.63,24.05,21.93,19.58,9.98,6.07,5.90,14.38,23.97,17.16,15.35
2014,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2015,5.37,5.57,9.42,14.53,19.08,22.08,26.33,25.83,22.13,17.23,10.78,7.22,5.65,14.34,24.75,16.71,15.36
2016,8.47,8.77,9.47,15.07,18.47,23.12,26.12,24.72,21.17,19.07,11.22,8.41,8.15,14.34,24.65,17.15,16.07
2017,4.76,8.76,11.16,13.51,20.66,24.81,27.36,27.76,20.96,15.06,9.36,6.41,7.31,15.11,26.64,15.13,16.05
2018,7.36,5.71,10.91,14.26,16.76,22.41,29.31,23.86,22.81,15.61,10.81,7.30,6.49,13.98,25.19,16.41,15.52
2019,4.50,6.05,9.35,13.30,15.40,26.15,27.85,27.55,22.85,17.20,10.25,8.90,5.95,12.68,27.18,16.77,15.65
2020,6.60,9.15,10.65,15.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,8.22,14.89,999.90,999.90,999.90
