YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1995,14.00,15.33,15.13,16.61,999.90,22.41,24.83,27.08,23.48,21.11,19.40,17.02,14.77,17.01,24.77,21.33,19.47
1996,15.60,999.90,15.10,17.54,19.06,23.05,999.90,25.79,21.90,19.65,17.56,15.77,16.20,17.23,24.72,19.70,19.46
1997,14.53,15.08,15.96,17.90,19.77,23.21,23.51,25.21,23.59,22.09,18.00,15.31,15.13,17.88,23.98,21.23,19.55
1998,14.30,15.27,15.60,17.43,19.24,22.72,25.61,25.73,24.61,19.34,17.10,13.81,14.96,17.42,24.69,20.35,19.36
1999,13.70,12.97,999.90,17.70,21.03,23.73,25.70,28.20,999.90,999.90,999.90,999.90,13.49,18.39,25.88,999.90,19.78
2000,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2001,999.90,999.90,999.90,999.90,999.90,23.85,25.76,26.89,23.75,22.30,15.55,13.45,999.90,999.90,25.50,20.53,999.90
2002,13.35,14.55,16.55,17.55,19.65,22.35,25.25,26.10,24.35,20.45,17.95,16.35,13.78,17.92,24.57,20.92,19.30
2003,13.20,13.05,16.48,17.00,20.05,25.10,27.55,28.27,24.70,21.84,17.35,14.45,14.20,17.84,26.97,21.30,20.08
2004,14.65,14.89,15.25,16.88,18.15,23.65,25.85,27.05,24.95,21.85,15.65,14.65,14.66,16.76,25.52,20.82,19.44
2005,11.25,11.45,14.55,16.65,21.15,23.65,26.75,25.95,23.65,20.85,16.35,13.55,12.45,17.45,25.45,20.28,18.91
2006,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2007,13.55,15.35,15.05,16.15,20.55,22.95,25.25,25.65,999.90,999.90,999.90,999.90,14.80,17.25,24.62,999.90,19.42
2008,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2009,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2010,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2011,999.90,999.90,999.90,18.45,20.65,23.95,26.15,27.15,24.55,21.05,17.55,14.55,999.90,18.58,25.75,21.05,20.03
2012,12.65,11.75,14.65,16.95,20.65,24.95,26.35,28.05,24.15,21.45,17.45,14.95,12.98,17.42,26.45,21.02,19.47
2013,14.65,13.35,16.25,16.85,19.70,21.50,25.40,26.90,24.30,22.80,16.35,13.95,14.32,17.60,24.60,21.15,19.42
2014,14.45,14.20,15.25,18.95,19.90,23.85,25.45,26.65,25.90,22.45,18.65,999.90,14.20,18.03,25.32,22.33,19.97
2015,13.25,13.05,15.65,17.75,21.35,23.85,28.35,27.75,24.65,22.75,18.45,16.30,13.50,18.25,26.65,21.95,20.09
2016,15.55,14.20,14.70,17.85,19.95,24.05,26.15,26.45,25.65,23.00,18.05,15.10,15.35,17.50,25.55,22.23,20.16
2017,12.75,15.60,16.10,17.75,20.90,24.85,26.45,27.05,24.70,21.65,17.35,13.90,14.48,18.25,26.12,21.23,20.02
2018,13.80,12.70,15.85,16.45,19.10,23.05,26.45,27.25,25.55,21.05,17.00,15.85,13.47,17.13,25.58,21.20,19.35
2019,13.60,13.90,16.20,17.60,20.95,22.95,26.75,27.00,24.85,21.65,17.10,15.85,14.45,18.25,25.57,21.20,19.87
2020,13.60,13.55,17.00,17.45,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,14.33,18.36,999.90,999.90,999.90
