YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
2008,11.11,13.01,13.41,16.61,17.91,23.01,25.71,26.11,23.41,19.91,12.81,10.91,11.51,15.98,24.94,18.71,17.78
2009,11.41,11.11,14.01,14.81,20.11,23.51,26.41,26.31,22.41,19.71,16.81,13.81,11.14,16.31,25.41,19.64,18.13
2010,12.71,13.71,14.11,16.81,18.71,22.41,26.31,26.41,23.31,18.31,14.51,12.51,13.41,16.54,25.04,18.71,18.43
2011,11.31,10.61,14.21,17.51,20.21,999.90,999.90,999.90,999.90,999.90,999.90,999.90,11.48,17.31,999.90,999.90,999.90
2012,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
2013,999.90,999.90,999.90,15.65,17.75,21.45,25.05,26.45,23.55,20.75,13.75,11.55,999.90,15.42,24.32,19.35,17.60
2014,12.65,13.15,13.45,17.15,18.85,22.95,25.25,25.15,24.55,20.85,16.75,11.55,12.45,16.48,24.45,20.72,18.52
2015,10.05,11.55,12.45,17.10,20.30,22.90,27.40,27.45,22.65,20.25,14.60,12.50,11.05,16.62,25.92,19.17,18.19
2016,13.10,13.55,12.25,15.45,19.10,23.40,26.45,25.70,24.15,21.15,15.50,12.70,13.05,15.60,25.18,20.27,18.52
2017,9.90,13.85,14.55,16.30,20.55,25.10,26.00,27.25,23.00,19.90,14.05,11.55,12.15,17.13,26.12,18.98,18.60
2018,11.25,10.00,14.10,16.15,17.65,21.90,24.35,27.00,24.75,19.00,15.30,12.60,10.93,15.97,24.42,19.68,17.75
2019,10.15,10.95,13.55,15.45,19.15,22.00,27.45,27.40,24.55,19.75,15.90,14.15,11.23,16.05,25.62,20.07,18.24
2020,10.35,13.85,15.15,17.55,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,12.78,17.71,999.90,999.90,999.90
