YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1988,999.90,999.90,999.90,22.32,22.22,999.90,37.64,36.08,31.85,23.60,18.80,11.50,999.90,20.82,35.14,24.75,23.89
1989,10.90,15.30,18.80,21.10,999.90,999.90,999.90,34.70,999.90,999.90,18.50,15.70,12.57,21.50,999.90,999.90,999.90
1990,999.90,999.90,22.00,999.90,999.90,999.90,999.90,36.60,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1991,999.90,999.90,17.60,999.90,999.90,30.70,35.50,999.90,999.90,22.10,17.90,13.80,999.90,999.90,33.89,22.79,999.90
1992,12.50,16.10,18.93,22.50,999.90,24.00,33.00,35.10,30.20,21.50,17.20,13.60,14.13,22.26,30.70,22.97,22.52
1993,10.05,14.20,17.73,23.60,29.70,35.09,999.90,999.90,999.90,999.90,999.90,999.90,12.62,23.68,999.90,999.90,999.90
1994,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,22.40,19.12,12.24,999.90,999.90,999.90,23.55,999.90
1995,12.70,16.29,17.75,20.70,27.70,27.34,31.34,33.50,28.49,999.90,19.85,16.20,13.74,22.05,30.73,24.23,22.69
1996,15.84,15.54,18.85,23.00,24.20,29.94,33.75,999.90,27.95,23.70,18.40,14.60,15.86,22.02,32.63,23.35,23.47
1997,15.35,17.25,18.55,21.35,24.05,25.90,30.54,31.85,999.90,24.35,20.00,15.20,15.73,21.32,29.43,24.96,22.86
1998,14.90,17.10,19.65,22.90,22.71,30.27,36.00,36.12,29.67,24.65,20.38,12.40,15.73,21.75,34.13,24.90,24.13
1999,12.41,14.01,18.32,24.59,28.78,32.36,36.00,34.13,29.70,24.18,17.94,13.96,12.94,23.90,34.16,23.94,23.73
2000,11.10,14.70,21.20,21.20,24.91,34.56,35.70,35.00,29.40,22.85,17.70,15.20,13.25,22.44,35.09,23.32,23.52
2001,14.50,15.50,21.84,25.33,25.40,32.80,35.80,35.10,29.27,26.80,18.60,16.00,15.07,24.19,34.57,24.89,24.68
2002,14.20,17.10,18.70,20.90,25.30,29.60,32.80,32.30,31.10,25.80,19.10,15.90,15.77,21.63,31.57,25.33,23.57
2003,13.50,15.53,21.05,22.45,26.90,31.71,37.38,34.13,31.90,999.90,17.54,14.70,14.98,23.47,34.41,24.78,24.41
2004,14.55,15.70,19.30,21.00,21.90,30.80,34.66,33.70,31.30,26.00,17.70,12.90,14.98,20.73,33.05,25.00,23.44
2005,11.69,13.34,20.78,24.67,29.11,32.19,33.91,34.97,30.18,24.70,19.00,14.34,12.64,24.85,33.69,24.63,23.95
2006,14.50,14.30,20.70,24.80,27.70,28.40,35.80,33.40,29.60,26.10,20.30,13.20,14.38,24.40,32.53,25.33,24.16
2007,13.50,18.00,19.40,21.20,24.40,27.76,36.27,33.60,30.50,25.10,19.70,14.10,14.90,21.67,32.54,25.10,23.55
2008,13.50,18.20,21.50,24.40,24.60,29.70,36.50,36.10,28.30,22.20,16.30,12.80,15.27,23.50,34.10,22.27,23.78
2009,13.25,16.10,20.80,23.00,25.85,30.45,35.72,35.60,27.60,26.40,20.00,16.80,14.05,23.22,33.92,24.67,23.96
2010,15.90,19.60,22.40,24.79,25.30,27.20,35.90,35.35,31.15,24.00,19.45,17.00,17.43,24.16,32.82,24.87,24.82
2011,14.70,15.20,18.90,23.60,26.80,32.30,34.40,36.70,31.80,25.10,18.10,14.20,15.63,23.10,34.47,25.00,24.55
2012,12.90,13.60,20.90,19.90,27.15,31.18,37.00,36.70,30.10,25.20,20.40,13.80,13.57,22.65,34.96,25.23,24.10
2013,14.05,16.35,20.20,24.40,24.50,29.70,35.95,34.00,28.60,26.40,19.80,14.35,14.73,23.03,33.22,24.93,23.98
2014,14.40,16.80,20.50,24.29,27.90,28.90,33.20,34.90,30.50,26.80,18.60,13.60,15.18,24.23,32.33,25.30,24.26
2015,12.80,15.70,18.15,25.00,28.22,29.30,36.30,33.10,28.35,24.50,18.40,14.30,14.03,23.79,32.90,23.75,23.62
2016,16.10,16.50,18.35,22.55,25.95,29.25,34.60,36.50,31.25,25.80,18.30,14.75,15.63,22.28,33.45,25.12,24.12
2017,12.35,16.80,20.20,25.55,28.20,33.70,35.25,35.70,31.70,26.15,19.90,13.30,14.63,24.65,34.88,25.92,25.02
2018,13.95,14.60,19.75,21.20,22.65,26.40,36.80,34.45,29.35,23.90,17.90,15.20,13.95,21.20,32.55,23.72,22.85
2019,12.60,15.40,19.90,22.05,29.20,27.38,33.60,35.80,31.50,26.85,19.55,14.95,14.40,23.72,32.26,25.97,24.09
2020,12.10,18.75,19.55,22.45,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,15.27,22.55,999.90,999.90,999.90
