YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1986,12.23,12.82,13.78,15.57,19.64,21.05,24.16,26.20,23.67,21.51,16.47,12.85,13.00,16.33,23.80,20.55,18.42
1987,12.44,12.90,13.11,16.34,17.39,20.95,24.78,26.02,25.56,23.72,16.64,15.05,12.73,15.61,23.92,21.97,18.56
1988,14.08,12.48,14.32,16.08,18.99,21.94,24.72,25.31,22.00,22.19,16.93,12.54,13.87,16.46,23.99,20.37,18.67
1989,12.05,12.73,15.07,15.92,17.86,21.54,25.27,26.48,23.99,20.25,17.40,16.24,12.44,16.28,24.43,20.55,18.42
1990,12.84,14.72,14.67,15.51,18.48,22.11,24.73,24.42,25.64,22.16,17.01,11.84,14.60,16.22,23.75,21.60,19.04
1991,11.81,11.42,15.12,14.22,15.77,21.20,24.29,25.53,24.80,20.14,15.61,12.15,11.69,15.04,23.67,20.18,17.65
1992,11.08,12.17,13.47,15.14,17.93,21.04,22.66,24.79,23.90,20.31,16.71,14.05,11.80,15.51,22.83,20.31,17.61
1993,11.66,11.22,12.62,15.59,19.05,21.53,24.46,25.87,23.45,20.95,16.05,13.56,12.31,15.75,23.95,20.15,18.04
1994,13.10,13.34,14.06,14.59,19.06,21.32,25.44,28.28,25.22,21.22,18.26,14.04,13.33,15.90,25.01,21.57,18.95
1995,12.69,14.63,13.53,15.03,19.63,21.52,24.28,25.43,23.35,21.15,17.63,16.23,13.79,16.06,23.74,20.71,18.58
1996,15.37,12.47,14.65,16.24,18.49,21.26,24.78,25.72,22.26,18.64,17.56,15.30,14.69,16.46,23.92,19.49,18.64
1997,14.23,13.49,13.28,15.50,19.92,23.24,24.43,26.22,24.61,21.69,17.66,14.76,14.34,16.23,24.63,21.32,19.13
1998,13.09,13.51,14.43,16.91,18.84,23.88,24.86,25.70,24.57,19.59,15.47,12.67,13.79,16.73,24.81,19.88,18.80
1999,12.72,11.67,15.39,16.40,20.89,23.54,25.19,28.01,25.84,23.70,15.96,13.59,12.35,17.56,25.58,21.83,19.33
2000,10.54,13.14,14.64,17.39,19.96,22.64,26.44,27.14,24.64,20.64,17.54,14.74,12.42,17.33,25.41,20.94,19.02
2001,14.04,12.14,18.04,16.29,19.14,23.84,25.74,26.84,24.15,23.44,16.44,12.48,13.64,17.82,25.47,21.34,19.57
2002,11.64,15.34,15.44,16.54,19.54,23.34,24.82,25.64,23.84,21.14,17.74,14.96,13.15,17.17,24.60,20.91,18.96
2003,12.54,11.64,15.02,17.08,19.51,25.67,28.21,29.14,24.46,999.90,999.90,13.03,13.05,17.20,27.67,999.90,19.98
2004,999.90,999.90,999.90,999.90,999.90,21.84,24.94,26.94,23.84,21.85,14.28,13.38,999.90,999.90,24.57,19.99,999.90
2005,11.00,10.38,13.50,16.60,20.10,23.67,26.09,25.55,23.55,21.72,17.04,12.64,11.59,16.73,25.10,20.77,18.55
2006,11.29,12.14,15.04,18.34,21.14,23.24,26.84,26.24,24.14,23.05,18.74,14.14,12.02,18.17,25.44,21.98,19.40
2007,13.84,14.64,14.04,17.34,20.34,23.14,25.64,26.54,23.94,21.54,16.37,13.07,14.21,17.24,25.11,20.62,19.29
2008,13.27,13.47,13.82,17.72,19.97,22.37,26.32,26.87,25.12,21.27,16.51,12.89,13.27,17.17,25.19,20.97,19.15
2009,999.90,999.90,999.90,15.89,20.79,23.19,999.90,26.89,999.90,999.90,999.90,16.21,999.90,17.23,25.37,999.90,999.90
2010,13.51,14.51,15.11,16.91,18.71,21.91,25.61,999.90,23.96,21.06,16.91,14.34,14.74,16.91,24.51,20.64,19.20
2011,12.74,12.44,14.44,17.54,19.44,22.24,26.04,999.90,24.84,20.94,17.84,14.16,13.17,17.14,24.89,21.21,19.10
2012,12.96,10.11,14.56,16.96,19.16,24.26,26.36,27.66,24.56,21.86,18.42,999.90,12.41,16.89,26.09,21.61,19.25
2013,12.66,11.48,16.08,999.90,999.90,999.90,999.90,999.90,999.90,23.39,16.28,13.41,12.43,999.90,999.90,21.48,999.90
2014,14.32,999.90,13.81,17.21,18.91,23.61,25.31,26.71,999.90,999.90,17.51,999.90,13.69,16.64,25.21,999.90,19.18
2015,13.63,11.48,15.03,17.03,20.93,23.16,26.31,27.26,25.06,22.66,17.46,15.03,12.92,17.66,25.58,21.73,19.47
2016,15.03,15.03,14.58,17.53,19.53,22.53,25.58,25.13,24.23,23.33,18.58,15.70,15.03,17.21,24.41,22.05,19.68
2017,12.00,14.85,15.65,16.80,20.10,24.45,26.70,27.60,23.80,20.55,16.90,13.08,14.18,17.52,26.25,20.42,19.59
2018,14.48,12.08,15.63,17.38,18.83,22.38,26.58,26.28,25.83,21.43,17.73,14.95,13.21,17.28,25.08,21.66,19.31
2019,12.05,12.85,15.15,16.45,19.17,23.50,26.95,28.85,25.00,22.25,16.55,16.05,13.28,16.92,26.43,21.27,19.48
2020,13.75,14.95,15.25,17.85,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,14.92,17.77,999.90,999.90,999.90
