YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1970,13.45,11.55,12.75,14.35,17.05,21.65,23.75,25.45,23.85,999.90,15.35,11.95,12.86,14.72,23.62,19.91,17.78
1971,12.15,10.95,11.05,16.05,18.85,20.75,24.35,27.65,23.15,19.15,13.85,11.75,11.68,15.32,24.25,18.72,17.49
1972,10.65,13.35,14.65,999.90,16.55,20.95,22.55,23.35,21.55,20.45,15.95,12.45,11.92,15.49,22.28,19.32,17.25
1973,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1974,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1975,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1976,999.90,11.75,999.90,15.69,999.90,999.90,999.90,999.90,999.90,999.90,999.90,14.09,999.90,999.90,999.90,999.90,999.90
1977,13.37,13.59,14.21,16.86,19.56,22.33,24.65,24.64,22.44,21.94,999.90,13.70,13.68,16.88,23.87,20.24,18.67
1978,11.30,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,12.32,999.90,999.90,999.90,999.90
1979,14.50,999.90,999.90,15.10,17.86,999.90,25.29,25.89,999.90,999.90,999.90,999.90,999.90,15.37,24.51,999.90,999.90
1980,999.90,13.17,14.14,999.90,17.98,999.90,22.11,24.43,999.90,19.42,16.59,10.97,999.90,15.95,22.19,19.65,17.39
1981,10.04,11.83,15.20,17.14,19.34,20.82,24.12,23.83,999.90,21.92,15.14,16.64,10.95,17.23,22.92,20.17,17.82
1982,14.36,13.04,13.45,15.62,18.18,23.38,27.09,24.65,23.99,20.53,999.90,12.81,14.68,15.75,25.04,20.31,18.94
1983,11.61,11.21,13.87,16.88,18.78,21.99,26.70,25.28,24.07,20.51,17.97,14.14,11.88,16.51,24.66,20.85,18.47
1984,12.57,11.74,12.72,15.16,17.45,20.72,24.95,23.89,22.38,999.90,17.29,999.90,12.82,15.11,23.19,20.14,17.81
1985,999.90,14.51,12.41,16.45,18.10,22.08,24.95,24.34,22.70,20.37,18.00,13.94,999.90,15.65,23.79,20.36,18.06
