YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1936,12.04,999.90,999.90,999.90,999.90,999.90,33.54,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1937,999.90,999.90,999.90,999.90,24.72,31.62,32.86,32.57,27.87,21.47,18.77,10.47,999.90,999.90,32.35,22.70,999.90
1938,11.25,11.23,15.12,16.90,22.86,30.54,33.98,33.63,999.90,999.90,16.54,11.14,10.98,18.29,32.72,999.90,20.84
1939,10.94,13.19,12.94,999.90,999.90,999.90,33.14,999.90,26.93,22.93,15.99,12.13,11.76,999.90,999.90,21.95,999.90
1940,11.03,14.03,17.83,18.93,24.43,999.90,999.90,31.08,27.42,21.98,15.48,999.90,12.40,20.40,999.90,21.63,21.60
1941,999.90,999.90,999.90,999.90,999.90,28.77,999.90,33.82,26.66,21.17,15.17,10.96,999.90,999.90,31.92,21.00,999.90
1942,10.81,10.71,17.85,22.76,26.51,29.81,33.36,32.01,27.96,23.81,16.31,13.55,10.83,22.37,31.73,22.69,21.91
1943,12.45,13.05,15.84,22.05,25.40,29.39,34.74,999.90,29.00,21.85,15.25,12.48,13.02,21.10,32.44,22.03,22.15
1944,11.43,10.88,14.78,21.08,999.90,29.18,34.08,999.90,28.33,999.90,16.48,11.22,11.60,20.20,32.01,22.46,21.57
1945,12.27,13.72,16.22,23.72,27.57,999.90,33.52,33.77,29.12,20.67,16.92,12.76,12.40,22.50,32.65,22.24,22.45
1946,11.16,999.90,999.90,20.71,24.46,29.56,31.96,33.81,30.41,25.41,16.86,11.45,12.38,20.50,31.78,24.23,22.22
1947,11.90,14.85,19.54,20.20,24.95,32.40,34.20,33.15,29.84,24.00,999.90,11.19,12.73,21.56,33.25,23.85,22.85
1948,12.39,15.84,16.69,20.49,26.33,28.89,31.74,999.90,27.83,23.74,999.90,12.08,13.14,21.17,30.69,22.71,21.93
1949,11.98,12.88,15.33,20.78,24.18,32.13,33.98,32.57,30.48,24.83,999.90,999.90,12.31,20.10,32.89,24.58,22.47
1950,999.90,999.90,999.90,999.90,999.90,31.25,34.30,32.60,28.70,22.00,16.50,10.18,999.90,999.90,32.72,22.40,999.90
1951,999.90,12.98,16.88,21.08,23.78,30.68,33.58,33.38,27.88,18.38,15.58,11.87,11.19,20.58,32.55,20.61,21.23
1952,9.07,11.37,18.67,19.17,24.17,34.37,34.37,33.27,29.47,23.97,16.07,12.66,10.77,20.67,34.00,23.17,22.15
1953,9.06,11.66,13.86,22.26,24.36,29.46,34.16,31.26,28.66,22.16,16.16,12.75,11.13,20.16,31.63,22.33,21.31
1954,9.85,11.15,16.35,18.65,23.65,31.25,30.95,30.65,29.65,20.95,17.05,12.94,11.25,19.55,30.95,22.55,21.07
1955,13.94,15.14,16.44,19.24,27.14,30.04,35.04,32.24,26.84,20.54,16.54,14.83,14.01,20.94,32.44,21.31,22.17
1956,12.43,9.33,14.93,19.13,24.03,29.33,33.53,32.93,29.73,21.13,13.63,10.82,12.20,19.36,31.93,21.50,21.25
1957,10.52,14.72,17.42,18.52,22.82,29.62,32.12,32.24,28.03,999.90,999.90,10.87,12.02,19.59,31.33,999.90,21.16
1958,10.23,13.04,16.93,18.54,26.57,30.25,32.79,33.16,28.75,999.90,999.90,999.90,11.38,20.68,32.07,999.90,21.55
1959,999.90,11.83,16.11,19.66,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,20.15,999.90,999.90,999.90
1960,999.90,999.90,16.92,18.48,25.98,29.58,32.78,34.08,28.18,23.08,17.78,11.47,999.90,20.46,32.15,23.01,22.01
1961,10.87,14.97,16.27,22.87,999.90,29.47,33.27,31.97,28.87,21.97,17.87,13.66,12.44,21.84,31.57,22.90,22.19
1962,12.96,12.86,16.66,20.86,25.26,29.56,999.90,999.90,999.90,999.90,999.90,999.90,13.16,20.93,999.90,999.90,999.90
1963,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1964,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1965,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1966,999.90,999.90,999.90,17.31,999.90,999.90,999.90,999.90,999.90,22.71,15.13,12.45,999.90,999.90,999.90,21.94,999.90
1967,11.47,13.76,999.90,999.90,26.06,999.90,999.90,33.58,27.03,999.90,999.90,10.83,12.56,999.90,999.90,999.90,999.90
1968,11.49,13.69,15.69,21.49,23.49,28.89,33.89,32.66,27.66,21.66,16.66,13.05,12.00,20.22,31.81,21.99,21.51
1969,12.85,13.25,17.95,19.45,26.85,29.45,32.25,31.15,26.15,20.35,16.45,10.84,13.05,21.42,30.95,20.98,21.60
1970,12.94,13.54,16.34,19.44,23.94,999.90,32.24,34.74,29.14,21.64,16.34,12.83,12.44,19.91,32.49,22.37,21.80
1971,11.53,13.03,11.83,22.03,24.73,30.93,33.33,34.13,27.63,21.43,13.93,11.42,12.46,19.53,32.80,21.00,21.45
1972,11.42,14.22,999.90,999.90,23.12,31.12,999.90,31.72,27.12,20.42,16.92,11.50,12.35,999.90,32.04,21.49,21.52
1973,12.55,11.90,14.88,19.19,28.14,30.82,35.74,32.21,29.81,999.90,16.13,11.17,11.98,20.74,32.92,23.03,22.17
1974,12.84,12.72,16.16,17.98,27.11,30.75,32.38,32.11,28.81,19.91,14.99,12.19,12.24,20.42,31.75,21.24,21.41
1975,999.90,12.58,14.76,18.90,23.84,28.83,999.90,999.90,999.90,999.90,999.90,999.90,11.99,19.17,999.90,999.90,999.90
1976,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,21.42,14.17,12.94,999.90,999.90,999.90,20.81,999.90
1977,999.90,15.98,18.43,21.51,24.46,29.90,999.90,999.90,999.90,999.90,18.06,13.33,14.07,21.47,999.90,999.90,999.90
1978,999.90,15.58,17.21,20.49,23.23,30.62,999.90,999.90,27.84,19.80,14.35,14.08,14.06,20.31,999.90,20.66,21.80
1979,13.85,14.11,15.93,18.49,24.44,999.90,999.90,34.47,999.90,999.90,14.43,13.17,14.01,19.62,999.90,999.90,999.90
1980,11.41,14.47,16.03,18.40,999.90,999.90,999.90,34.70,29.14,20.91,16.37,10.69,13.02,19.48,999.90,22.14,21.67
1981,10.65,12.73,19.88,21.63,26.03,31.19,32.24,31.43,28.29,23.60,16.06,13.83,11.36,22.51,31.62,22.65,22.04
1982,13.01,13.97,15.87,19.38,24.73,32.12,35.43,33.97,28.77,22.65,999.90,11.33,13.60,19.99,33.84,22.64,22.52
1983,11.07,11.48,16.76,21.81,25.17,29.97,33.67,33.60,28.62,22.68,18.51,12.93,11.29,21.25,32.41,23.27,22.06
1984,12.27,12.83,15.59,20.88,23.47,29.41,32.78,32.49,28.00,999.90,16.03,12.90,12.68,19.98,31.56,22.07,21.57
1985,9.62,16.11,15.01,21.76,23.73,31.53,34.53,32.67,28.24,21.85,17.28,12.62,12.88,20.17,32.91,22.46,22.10
1986,12.17,13.04,15.80,19.41,26.78,29.72,32.44,34.16,28.84,23.16,16.51,12.38,12.61,20.66,32.11,22.84,22.05
1987,10.10,13.60,16.03,21.73,24.54,31.24,34.15,34.79,30.96,24.82,16.33,14.71,12.03,20.77,33.39,24.04,22.56
1988,13.76,13.81,16.83,21.38,27.75,30.01,35.15,33.88,27.52,24.55,17.63,12.14,14.09,21.99,33.01,23.23,23.08
1989,11.65,13.26,18.30,19.93,25.82,28.65,32.98,34.28,29.58,22.77,17.33,15.21,12.35,21.35,31.97,23.23,22.22
1990,12.86,15.91,17.71,19.34,23.94,31.61,32.66,31.11,31.77,24.82,17.10,11.03,14.66,20.33,31.79,24.56,22.84
1991,10.56,12.50,17.42,18.67,22.26,30.22,34.30,33.95,28.72,22.65,15.97,11.55,11.36,19.45,32.82,22.45,21.52
1992,9.67,12.88,16.07,19.82,24.57,28.00,31.66,33.13,29.55,23.34,17.27,12.93,11.37,20.15,30.93,23.39,21.46
1993,11.37,12.49,14.84,20.13,26.33,31.84,33.72,33.65,28.60,24.03,17.02,12.40,12.26,20.43,33.07,23.22,22.25
1994,13.61,14.81,18.31,18.73,28.23,31.28,34.24,35.31,29.20,22.64,18.48,13.31,13.61,21.76,33.61,23.44,23.10
1995,11.91,16.49,16.77,19.16,26.34,30.58,34.29,32.95,27.72,23.05,17.06,13.71,13.90,20.76,32.61,22.61,22.47
1996,14.00,12.34,16.05,20.32,25.63,28.63,32.65,34.33,27.28,21.13,16.85,13.05,13.35,20.67,31.87,21.75,21.91
1997,13.19,15.69,16.82,19.70,26.09,32.84,34.37,33.58,28.52,23.65,17.15,13.21,13.98,20.87,33.60,23.11,22.89
1998,12.21,14.47,17.02,21.48,24.78,30.93,34.24,33.73,30.24,21.39,16.46,11.59,13.30,21.09,32.97,22.70,22.51
1999,12.03,12.55,17.14,21.78,29.35,33.66,34.03,36.56,30.33,25.67,15.85,11.90,12.06,22.76,34.75,23.95,23.38
2000,9.52,13.92,17.92,22.32,29.18,30.82,34.42,33.32,29.32,22.02,17.12,13.31,11.78,23.14,32.85,22.82,22.65
2001,11.81,13.51,21.21,21.69,26.51,32.71,36.11,34.31,30.39,26.71,17.31,11.19,12.88,23.14,34.38,24.80,23.80
2002,10.79,14.69,19.19,21.59,26.49,31.99,34.39,33.35,28.99,23.09,17.31,14.53,12.22,22.42,33.24,23.13,22.75
2003,12.18,12.13,16.88,21.63,27.08,32.58,36.92,34.51,29.08,24.70,17.58,12.37,12.95,21.86,34.67,23.79,23.32
2004,13.37,15.07,17.47,19.87,23.17,30.02,33.47,34.77,28.57,25.28,16.19,13.28,13.60,20.17,32.75,23.35,22.47
2005,10.91,11.39,18.25,22.20,28.27,32.24,36.29,34.19,28.66,24.21,17.16,10.95,11.86,22.91,34.24,23.34,23.09
2006,10.40,12.59,17.95,23.35,28.55,31.75,34.55,34.05,27.55,24.90,17.60,13.69,11.31,23.28,33.45,23.35,22.85
2007,12.34,15.79,16.54,20.54,26.73,32.79,33.84,34.24,29.34,24.14,16.04,13.68,13.94,21.27,33.62,23.17,23.00
2008,12.33,13.93,17.93,22.63,26.98,30.93,36.33,34.75,29.61,22.90,15.95,11.01,13.31,22.51,34.00,22.82,23.16
2009,12.78,12.21,16.51,18.61,26.31,32.11,36.01,34.91,27.21,23.01,17.46,13.65,12.00,20.48,34.34,22.56,22.34
2010,12.80,14.60,18.41,22.10,24.30,31.10,35.20,34.55,28.70,22.60,16.70,12.89,13.68,21.60,33.62,22.67,22.89
2011,12.74,13.19,15.99,21.73,24.99,29.89,34.79,34.19,30.49,22.49,17.74,13.93,12.94,20.90,32.96,23.57,22.59
2012,12.28,10.88,16.98,21.28,27.14,34.28,36.38,35.68,29.58,24.48,18.08,13.42,12.36,21.80,35.45,24.05,23.41
2013,13.07,12.23,18.27,22.07,25.97,29.54,34.00,32.37,29.67,26.50,17.67,12.16,12.91,22.10,31.97,24.61,22.90
2014,12.76,14.96,16.36,22.76,26.60,30.66,34.32,34.96,31.16,25.40,18.76,12.88,13.29,21.91,33.31,25.11,23.41
2015,11.72,12.60,16.73,18.30,27.72,30.85,34.15,34.25,29.45,23.70,18.10,12.93,12.40,20.92,33.08,23.75,22.54
2016,13.48,15.13,17.43,22.63,26.58,31.58,34.53,34.53,29.03,25.83,17.43,14.57,13.85,22.21,33.55,24.10,23.43
2017,11.07,15.57,19.02,21.67,28.32,32.07,34.87,34.32,28.37,22.77,16.52,12.21,13.74,23.00,33.75,22.55,23.26
2018,14.11,12.56,17.66,22.31,25.16,30.41,37.01,32.06,30.71,22.61,16.91,13.80,12.96,21.71,33.16,23.41,22.81
2019,12.15,13.25,17.00,21.10,24.35,33.85,35.45,35.05,30.05,24.60,15.90,15.35,13.07,20.82,34.78,23.52,23.05
2020,12.65,16.60,17.80,22.15,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,14.87,22.24,999.90,999.90,999.90
