YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1951,5.49,7.79,11.29,14.09,16.59,23.29,25.39,26.29,20.69,13.19,10.89,7.29,6.89,13.99,24.99,14.92,15.20
1952,4.29,4.69,12.39,999.90,16.19,26.19,999.90,25.79,23.09,17.39,10.69,6.99,5.42,14.07,26.65,17.06,15.80
1953,3.19,5.69,6.69,15.99,15.89,20.99,26.79,22.99,21.59,15.49,9.69,8.98,5.29,12.86,23.59,15.59,14.33
1954,4.48,4.98,9.98,12.48,15.78,23.18,23.18,23.78,23.08,13.98,11.18,7.87,6.15,12.75,23.38,16.08,14.59
1955,8.97,10.57,10.57,10.77,19.47,22.67,27.57,24.87,19.57,14.57,11.67,8.86,9.14,13.60,25.04,15.27,15.76
1956,7.76,2.76,8.56,12.86,16.66,21.26,26.66,26.26,22.26,14.46,8.26,5.16,6.46,12.69,24.73,14.99,14.72
1957,4.56,10.06,10.96,12.19,15.69,22.79,24.39,24.39,21.09,15.49,9.69,5.68,6.59,12.95,23.86,15.42,14.71
1958,5.88,7.68,9.78,10.58,18.78,22.78,25.58,26.28,21.48,16.48,9.68,8.97,6.41,13.05,24.88,15.88,15.06
1959,6.67,6.37,10.97,12.17,16.47,21.47,24.97,25.17,23.17,14.57,9.87,7.16,7.34,13.20,23.87,15.87,15.07
1960,6.56,10.16,10.66,10.56,17.66,22.16,25.16,27.16,20.56,17.66,12.86,6.26,7.96,12.96,24.83,17.03,15.69
1961,999.90,999.90,999.90,999.90,999.90,21.26,25.26,24.06,22.16,15.56,12.56,8.15,999.90,999.90,23.53,16.76,999.90
1962,7.25,5.45,9.65,13.25,17.35,20.55,999.90,999.90,999.90,999.90,999.90,999.90,6.95,13.42,999.90,999.90,999.90
1963,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1964,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1965,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1966,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1967,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
