country,station,ds,y,elevation,coord,lat,lon
Algeria,Laghouat,2018-10-01,17.67,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2018-11-01,12.29,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2018-12-01,10.55,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-01-01,7.8,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-02-01,9.05,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-03-01,9.75,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-04-01,17.05,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-05-01,21.75,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-06-01,30.49,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-07-01,31.9,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-08-01,30.9,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-09-01,26.4,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-10-01,19.7,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-11-01,13.05,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2019-12-01,10.63,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2020-01-01,7.43,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2020-02-01,12.97,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2020-03-01,14.05,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,Laghouat,2020-04-01,18.12,767,"2.89 E, 33.8 N",2.89,33.7997
Algeria,El Kheiter,1978-06-01,21.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-07-01,26.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-08-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-09-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-10-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-11-01,8.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1978-12-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-01-01,8.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-02-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-03-01,9.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-04-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-05-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-06-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-07-01,28.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-08-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-09-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-10-01,15.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-11-01,8.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1979-12-01,5.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-01-01,4.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-02-01,8.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-04-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-05-01,15.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-06-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-07-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-08-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-09-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-10-01,15.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-11-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1980-12-01,4.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-01-01,2.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-02-01,6.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-03-01,13.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-04-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-05-01,18.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-06-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-07-01,26.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-08-01,25.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-09-01,22.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-10-01,18.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-11-01,11.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1981-12-01,8.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-01-01,6.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-02-01,7.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-03-01,11.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-04-01,12.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-05-01,17.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-06-01,25.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-07-01,28.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-08-01,26.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-09-01,22.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-10-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-11-01,9.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1982-12-01,4.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-01-01,3.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-02-01,7.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-03-01,11.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-04-01,14.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-05-01,18.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-06-01,24.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-07-01,27.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-08-01,25.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-09-01,23.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-10-01,16.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-11-01,12.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1983-12-01,5.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-01-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-02-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-04-01,15.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-05-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-06-01,23.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-07-01,28.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-08-01,28.21,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-09-01,22.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-10-01,13.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-11-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1984-12-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-01-01,5.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-02-01,10.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-03-01,7.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-04-01,11.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-05-01,12.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-06-01,24.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-07-01,28.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-08-01,26.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-09-01,22.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-10-01,16.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-11-01,11.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1985-12-01,6.53,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-01-01,4.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-02-01,8.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-03-01,9.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-04-01,11.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-05-01,22.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-06-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-07-01,26.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-08-01,27.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-09-01,22.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-10-01,15.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-11-01,8.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1986-12-01,5.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-01-01,5.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-02-01,9.03,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-03-01,13.71,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-04-01,17.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-05-01,18.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-06-01,24.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-07-01,26.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-08-01,28.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-09-01,24.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-10-01,17.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-11-01,10.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1987-12-01,9.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-01-01,7.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-02-01,7.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-03-01,10.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-04-01,14.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-05-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-06-01,21.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-07-01,28.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-08-01,28.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-09-01,22.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-10-01,17.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-11-01,11.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1988-12-01,3.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-01-01,3.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-02-01,7.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-03-01,11.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-04-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-05-01,18.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-06-01,22.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-07-01,28.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-08-01,27.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-09-01,22.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-10-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-11-01,12.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1989-12-01,9.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-01-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-02-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-03-01,12.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-04-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-05-01,16.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-06-01,25.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-07-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-08-01,26.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-09-01,24.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-10-01,16.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-11-01,10.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1990-12-01,5.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-01-01,4.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-02-01,6.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-04-01,12.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-05-01,15.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-06-01,23.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-07-01,28.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-08-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-09-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-10-01,13.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-11-01,9.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1991-12-01,6.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-01-01,4.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-02-01,7.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-04-01,13.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-05-01,17.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-06-01,19.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-07-01,25.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-08-01,26.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-09-01,23.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-10-01,15.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-11-01,9.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1992-12-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-01-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-02-01,6.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-04-01,13.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-05-01,18.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-06-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-07-01,28.39,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-08-01,27.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-09-01,20.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-10-01,15.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-11-01,15.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1993-12-01,6.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-01-01,5.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-02-01,8.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-04-01,12.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-05-01,20.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-06-01,25.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-07-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-08-01,29.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-09-01,21.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-10-01,16.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-11-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1994-12-01,6.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-01-01,5.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-02-01,9.99,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-03-01,10.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-04-01,12.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-05-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-06-01,23.24,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-07-01,27.44,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-08-01,27.84,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-09-01,19.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-10-01,17.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-11-01,12.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1995-12-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-01-01,9.04,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-02-01,7.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-03-01,11.24,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-04-01,14.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-05-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-06-01,22.74,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-07-01,26.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-08-01,27.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-09-01,20.74,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-10-01,15.64,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-11-01,11.83,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1996-12-01,8.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-01-01,8.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-02-01,10.08,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-03-01,11.79,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-04-01,14.78,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-05-01,19.74,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-06-01,24.54,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-07-01,27.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-08-01,25.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-09-01,22.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-10-01,17.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-11-01,11.88,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1997-12-01,7.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-01-01,7.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-02-01,9.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-03-01,12.24,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-04-01,14.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-05-01,17.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-06-01,25.84,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-07-01,29.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-08-01,28.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-09-01,24.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-10-01,15.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-11-01,11.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1998-12-01,4.89,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-01-01,5.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-02-01,6.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-03-01,,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-04-01,15.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-05-01,22.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-06-01,25.93,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-07-01,28.69,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-08-01,29.84,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-09-01,23.29,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-10-01,20.24,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-11-01,9.59,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,1999-12-01,6.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-01-01,5.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-02-01,9.38,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-03-01,11.58,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-04-01,15.19,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-05-01,20.54,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-06-01,25.08,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-07-01,29.49,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-08-01,27.94,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-09-01,23.34,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-10-01,14.84,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-11-01,12.04,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2000-12-01,9.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2001-01-01,7.24,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2001-02-01,8.09,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2001-03-01,15.04,1001,"0.067 E, 34.15 N",0.067,34.15
Algeria,El Kheiter,2001-04-01,14.79,1001,"0.067 E, 34.15 N",0.067,34.15
