country,station,ds,y,elevation,coord,lat,lon
Algeria,El Golea,1994-05-01,26.97,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-06-01,32.31,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-07-01,32.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-08-01,33.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-09-01,28.28,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-10-01,22.2,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-11-01,16.48,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1994-12-01,10.24,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-01-01,8.27,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-02-01,13.29,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-03-01,15.38,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-04-01,18.91,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-05-01,27.33,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-06-01,30.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-07-01,33.78,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-08-01,33.88,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-09-01,29.37,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-10-01,21.26,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-11-01,15.75,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1995-12-01,12.59,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-01-01,12.54,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-02-01,11.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-03-01,17.03,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-04-01,21.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-05-01,25.25,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-06-01,29.19,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-07-01,32.85,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-08-01,34.72,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-09-01,28.74,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-10-01,20.52,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-11-01,15.3,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1996-12-01,11.63,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-01-01,11.42,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-02-01,13.12,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-03-01,15.22,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-04-01,19.42,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-05-01,26.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-06-01,32.87,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-07-01,34.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-08-01,33.18,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-09-01,28.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-10-01,22.28,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-11-01,15.97,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1997-12-01,11.57,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-01-01,11.03,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-02-01,13.33,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-03-01,14.91,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-04-01,22.21,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-05-01,25.03,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-06-01,31.08,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-07-01,33.77,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-08-01,33.3,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-09-01,31.03,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-10-01,21.09,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-11-01,14.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1998-12-01,8.62,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-01-01,9.88,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-02-01,10.84,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-03-01,16.66,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-04-01,22.65,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-05-01,29.19,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-06-01,33.41,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-07-01,35.14,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-08-01,35.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-09-01,31.57,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-10-01,25.25,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-11-01,14.6,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,1999-12-01,9.47,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-01-01,8.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-02-01,12.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-03-01,17.56,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-04-01,22.36,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-05-01,27.78,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-06-01,30.76,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-07-01,34.86,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-08-01,32.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-09-01,29.26,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-10-01,19.76,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-11-01,15.86,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2000-12-01,11.95,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-01-01,9.25,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-02-01,11.25,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-03-01,20.45,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-04-01,20.97,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-05-01,25.95,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-06-01,32.85,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-07-01,35.45,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-08-01,34.15,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-09-01,31.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-10-01,26.05,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-11-01,15.75,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2001-12-01,10.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-01-01,8.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-02-01,12.35,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-03-01,17.45,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-04-01,21.05,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-05-01,26.85,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-06-01,31.35,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-07-01,35.75,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-08-01,34.48,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-09-01,29.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-10-01,22.65,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-11-01,15.25,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2002-12-01,11.99,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-01-01,9.97,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-02-01,10.99,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-03-01,16.28,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-04-01,21.24,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-05-01,26.84,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-06-01,31.84,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-07-01,35.09,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-08-01,32.64,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-09-01,28.64,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-10-01,25.84,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-11-01,16.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2003-12-01,9.79,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-01-01,9.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-02-01,14.49,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-03-01,18.04,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-04-01,20.24,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-05-01,24.04,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-06-01,30.64,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-07-01,32.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-08-01,34.44,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-09-01,27.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-10-01,24.89,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-11-01,13.54,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2004-12-01,10.83,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-01-01,8.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-02-01,8.58,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-03-01,17.18,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-04-01,21.53,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-05-01,29.33,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-06-01,30.38,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-07-01,35.43,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-08-01,34.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-09-01,28.73,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-10-01,24.53,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-11-01,16.43,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2005-12-01,9.23,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-01-01,7.63,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-02-01,11.63,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-03-01,18.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-04-01,24.43,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-05-01,28.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-06-01,32.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-07-01,34.43,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-08-01,34.33,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-09-01,27.23,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-10-01,23.63,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-11-01,16.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2006-12-01,10.62,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-01-01,10.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-02-01,14.22,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-03-01,15.32,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-04-01,21.22,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-05-01,26.12,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-06-01,32.72,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-07-01,33.62,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-08-01,34.02,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-09-01,31.22,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-10-01,24.09,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-11-01,14.32,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2007-12-01,9.21,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-01-01,9.51,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-02-01,13.31,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-03-01,17.31,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-04-01,22.41,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-05-01,27.31,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-06-01,31.81,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-07-01,35.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-08-01,34.31,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-09-01,31.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-10-01,22.37,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-11-01,13.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2008-12-01,9.41,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-01-01,10.11,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-02-01,11.88,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-03-01,16.51,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-04-01,19.11,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-05-01,26.21,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-06-01,32.71,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-07-01,35.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-08-01,33.71,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-09-01,28.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-10-01,22.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-11-01,15.21,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2009-12-01,12.9,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-01-01,11.9,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-02-01,16.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-03-01,19.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-04-01,23.9,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-05-01,25.7,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-06-01,32.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-07-01,35.3,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-08-01,34.9,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-09-01,29.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-10-01,22.36,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-11-01,14.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2010-12-01,12.56,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-01-01,11.44,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-02-01,11.26,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-03-01,17.36,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-04-01,22.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-05-01,24.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-06-01,30.86,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-07-01,35.06,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-08-01,34.16,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-09-01,32.16,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-10-01,20.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-11-01,15.66,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2011-12-01,10.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-01-01,8.65,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-02-01,8.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-03-01,15.35,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-04-01,20.67,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-05-01,27,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-06-01,34.45,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-07-01,35.75,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-08-01,34.35,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-09-01,29.65,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-10-01,25.15,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-11-01,17.55,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2012-12-01,10.14,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-01-01,10.19,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-02-01,10.94,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-03-01,17.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-04-01,22.44,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-05-01,27.54,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-06-01,31.06,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-07-01,35.54,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-08-01,32.5,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-09-01,29.28,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-10-01,26.1,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-11-01,15.06,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2013-12-01,10.38,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-01-01,11.14,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-02-01,13.63,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-03-01,15.75,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-04-01,22.03,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-05-01,26.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-06-01,30.34,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-07-01,35.83,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-08-01,34.73,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-09-01,32.06,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-10-01,23.83,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-11-01,17.13,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2014-12-01,,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-01-01,9.17,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-02-01,11.36,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-03-01,15.1,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-04-01,24.68,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-05-01,28.12,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-06-01,31.57,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-07-01,33.32,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-08-01,35.02,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-09-01,30.32,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-10-01,24.02,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-11-01,16.52,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2015-12-01,12.37,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-01-01,11.87,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-02-01,13.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-03-01,15.17,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-04-01,23.92,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-05-01,26.82,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-06-01,31.77,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-07-01,34.27,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-08-01,33.07,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-09-01,30.07,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-10-01,25.72,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-11-01,15.72,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2016-12-01,12.36,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-01-01,8.11,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-02-01,14.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-03-01,17.91,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-04-01,21.56,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-05-01,29.81,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-06-01,31.96,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-07-01,34.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-08-01,34.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-09-01,29.41,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-10-01,21.46,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-11-01,15.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2017-12-01,10.26,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-01-01,11.16,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-02-01,11.91,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-03-01,18.06,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-04-01,22.26,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-05-01,26.16,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-06-01,30.66,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-07-01,37.01,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-08-01,32.51,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-09-01,30.61,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-10-01,22.11,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-11-01,15.71,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2018-12-01,11.4,397,"2.867 E, 30.567 N",2.8667,30.5667
Algeria,El Golea,2019-01-01,8.9,397,"2.867 E, 30.567 N",2.8667,30.5667
